group_minority,group_majority,selection_rate_min,selection_rate_maj,SPD,DI,EO_TPR_diff,EOdds_TPR_diff,EOdds_FPR_diff,Calibration_abs_error__Q3,Calibration_abs_error__Q1_low
Q3,Q1_low,0.017110606675366357,0.017398183969282804,-0.0002875772939164474,0.9834708441740715,-0.0031051409482916806,-0.0031051409482916806,-0.00013376365535416705,0.018411614553411376,0.010174375295495185
